id,screen,project_id,assay_barcode,src_well_position,assay_well_position,src_barcode,compound_name,pert_dose,prc_id,pool_id,pert_plate,replicate
6434f92a-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172403,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P113,PCPS019,X2
64351ebb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172402,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P114,PCPS019,X2
64354ffe-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172405,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P111,PCPS019,X2
6435798f-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172950,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,NULL,PCPS019,NULL
64359903-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172433,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P101,PCPS019,X2
64362cb1-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B08,A13,LC00009907,IDC-20980,3.333,PRC-009662679-175-98,P126,PCPS019,X1
64362cfb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B08,A13,LC00009907,IDE397,0.25,PRC-008869806-342-05,P126,PCPS019,X1
6436426c-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B03,E02,LC00009907,Abbvie-B55,3.333,PRC-002537178-860-54,P126,PCPS019,X1
643655d9-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B05,E03,LC00009907,Abbvie-B17,0.3333,PRC-009456043-391-12,P126,PCPS019,X1
64366adf-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B06,J09,LC00009907,Abbvie-B13,0.3,PRC-007911117-663-95,P126,PCPS019,X1
64366b10-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B06,J09,LC00009907,Abbvie-B17,0.3333,PRC-009456043-391-12,P126,PCPS019,X1
64367f7a-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B10,N22,LC00009907,BR1,0.003,PRC-009318679-893-67,P126,PCPS019,X1
64367faa-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B10,N22,LC00009907,BR5,1,PRC-002647482-366-03,P126,PCPS019,X1
6436936e-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B07,N23,LC00009907,IDC-20980,3.333,PRC-009662679-175-98,P126,PCPS019,X1
6436a6eb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B09,O10,LC00009907,BR5,1,PRC-002647482-366-03,P126,PCPS019,X1
