DepMap_ID,CCLE_name,Disease,Disease Subtype
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000493,SNU423_LIVER,liver,hepatocellular_carcinoma
ACH-000527,OVISE_OVARY,ovary,ovary_adenocarcinoma
ACH-000807,SNU738_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000813,T3M10_LUNG,lung,NSCLC
ACH-000934,MDAMB361_BREAST,breast,breast_carcinoma
ACH-001336,CASKI_CERVIX,cervix,cervical_squamous
ACH-001510,H376_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001663,SNU334_BREAST,breast,breast_ductal_carcinoma
ACH-002475,HAP1_ENGINEERED,engineered_blood,CML
ACH-002476,HAP1MLH1KO_ENGINEERED,engineered_blood,CML
ACH-000111,HCC1187_BREAST,breast,breast_ductal_carcinoma
ACH-000144,RERFGC1B_STOMACH,gastric,gastric_adenocarcinoma
ACH-000162,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000355,NCIH82_LUNG,lung,SCLC
ACH-000478,SNU387_LIVER,liver,hepatocellular_carcinoma
ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000870,NCIH1930_LUNG,lung,SCLC
ACH-001334,C4I_CERVIX,cervix,cervical_carcinoma
ACH-001335,C4II_CERVIX,cervix,cervical_carcinoma
ACH-001405,UACC462_PANCREAS,pancreas,exocrine
ACH-001573,MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-001702,VAESBJ_SOFT_TISSUE,soft_tissue,epithelioid_sarcoma
ACH-001983,NZM30_SKIN,skin,melanoma
ACH-002541,SNU1967_STOMACH,gastric,gastric_adenocarcinoma
ACH-002649,ELF153_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000048,TOV112D_OVARY,ovary,ovary_adenocarcinoma
ACH-000098,GAMG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000180,HS839T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000221,SNU398_LIVER,liver,hepatocellular_carcinoma
ACH-000277,HCC1419_BREAST,breast,breast_ductal_carcinoma
ACH-000423,SKMEL3_SKIN,skin,melanoma
ACH-000523,NCIH1184_LUNG,lung,SCLC
ACH-000592,TM31_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000617,OVCAR4_OVARY,ovary,ovary_adenocarcinoma
ACH-000882,IGR1_SKIN,skin,melanoma
ACH-000897,FTC238_THYROID,thyroid,thyroid_carcinoma
ACH-000903,FTC133_THYROID,thyroid,thyroid_carcinoma
ACH-001501,FTC236_THYROID,thyroid,thyroid_carcinoma
ACH-001515,HCS2_CERVIX,cervix,cervical_squamous
ACH-001679,U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-002012,MP65_UVEA,eye,uveal_melanoma
ACH-002073,LU24_LUNG,lung,lung_carcinoma
ACH-002532,SNU1411_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002708,DL221_SOFT_TISSUE,soft_tissue,liposarcoma
ACH-002785,,soft_tissue,leiomyosarcoma
ACH-002786,,soft_tissue,leiomyosarcoma
ACH-002805,,central_nervous_system,glioma
ACH-000017,SKBR3_BREAST,breast,breast_carcinoma
ACH-000145,SKLMS1_SOFT_TISSUE,soft_tissue,leiomyosarcoma
ACH-000212,CAL120_BREAST,breast,breast_carcinoma
ACH-000248,AU565_BREAST,breast,breast_adenocarcinoma
ACH-000287,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000332,YAPC_PANCREAS,pancreas,exocrine
ACH-000422,SNU475_LIVER,liver,hepatocellular_carcinoma
ACH-000477,MALME3M_SKIN,skin,melanoma
ACH-000510,NCIH1299_LUNG,lung,NSCLC
ACH-000568,UACC812_BREAST,breast,breast_ductal_carcinoma
ACH-000573,MDAMB436_BREAST,breast,breast_carcinoma
ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000699,HCC1395_BREAST,breast,breast_ductal_carcinoma
ACH-000788,A2058_SKIN,skin,melanoma
ACH-000853,NCIH661_LUNG,lung,NSCLC
ACH-000891,HCC1438_LUNG,lung,NSCLC
ACH-000967,SNUC2A_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001199,SNUC2B_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001358,MDAMB330_BREAST,breast,breast_carcinoma
ACH-001619,OCUG1_BILIARY_TRACT,bile_duct,gallbladder_adenocarcinoma
ACH-001657,SNGII_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-001659,SNU1553_BREAST,breast,breast_ductal_carcinoma
ACH-002497,NCIH920_LUNG,lung,NSCLC
ACH-002527,SNU1684_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002528,SNU267_KIDNEY,kidney,renal_cell_carcinoma
ACH-002540,SNU1746_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002661,JVE192_COLON,colorectal,colorectal_adenocarcinoma
ACH-002790,,soft_tissue,synovial_sarcoma
ACH-002791,,soft_tissue,clear_cell_sarcoma
ACH-002792,,soft_tissue,clear_cell_sarcoma
ACH-002793,,soft_tissue,clear_cell_sarcoma
ACH-002830,,central_nervous_system,glioma
ACH-000015,NCIH1581_LUNG,lung,NSCLC
ACH-000075,U87MG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000094,HPAFII_PANCREAS,pancreas,exocrine
ACH-000196,HCC1599_BREAST,breast,breast_ductal_carcinoma
ACH-000321,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000540,HS606T_FIBROBLAST,fibroblast,fibroblast_breast
ACH-000547,HT1197_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000552,HT29_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000584,JHOS4_OVARY,ovary,ovary_adenocarcinoma
ACH-000594,DMS153_LUNG,lung,SCLC
ACH-000596,LCLC97TM1_LUNG,lung,NSCLC
ACH-000599,PATU8902_PANCREAS,pancreas,exocrine
ACH-000621,MDAMB157_BREAST,breast,breast_ductal_carcinoma
ACH-000677,SW1573_LUNG,lung,NSCLC
ACH-000932,SNU1_STOMACH,gastric,gastric_adenocarcinoma
ACH-001227,UPCISCC090_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001350,HTCC3_THYROID,thyroid,thyroid_carcinoma
ACH-001615,OCILY1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-002703,OANC1_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-000103,CAOV4_OVARY,ovary,ovary_adenocarcinoma
ACH-000132,JHOS2_OVARY,ovary,ovary_adenocarcinoma
ACH-000280,SNU840_OVARY,ovary,brenner_tumor
ACH-000286,SNU1033_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000334,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000451,NCIH2085_LUNG,lung,NSCLC
ACH-000471,LI7_LIVER,liver,
ACH-000505,RKN_SOFT_TISSUE,soft_tissue,leiomyosarcoma
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000644,COLO829_SKIN,skin,melanoma
ACH-000856,CAL51_BREAST,breast,breast_carcinoma
ACH-000867,CHAGOK1_LUNG,lung,NSCLC
ACH-002024,ECC4_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000091,OV56_OVARY,ovary,ovary_adenocarcinoma
ACH-000117,EFM192A_BREAST,breast,breast_adenocarcinoma
ACH-000178,HS766T_PANCREAS,pancreas,exocrine
ACH-000199,HS255T_FIBROBLAST,fibroblast,fibroblast_colorectal
ACH-000311,NCIH2122_LUNG,lung,NSCLC
ACH-000466,SNU216_STOMACH,gastric,gastric_adenocarcinoma
ACH-000498,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000659,SCLC21H_LUNG,lung,SCLC
ACH-001042,COLO704_OVARY,ovary,ovary_adenocarcinoma
ACH-001353,JOPACA1_PANCREAS,pancreas,exocrine
ACH-001386,SCLC22H_LUNG,lung,SCLC
ACH-001399,SW626_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001402,SW756_CERVIX,cervix,cervical_squamous
ACH-001452,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,hairy_cell_leukemia
ACH-001658,SNU1528_BREAST,breast,breast_ductal_carcinoma
ACH-001709,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-001710,YNH1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002038,HSKTC_OVARY,ovary,krukenberg_tumor
ACH-002797,,soft_tissue,dermatofibrosarcoma_protuberans
ACH-000037,S117_THYROID,soft_tissue,thyroid_sarcoma
ACH-000044,MDAMB134VI_BREAST,breast,breast_ductal_carcinoma
ACH-000121,NCIH2405_LUNG,lung,NSCLC
ACH-000184,HS343T_FIBROBLAST,fibroblast,fibroblast_breast
ACH-000299,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000511,CALU1_LUNG,lung,NSCLC
ACH-000528,ABC1_LUNG,lung,NSCLC
ACH-000590,NCIH2073_LUNG,lung,NSCLC
ACH-000803,COLO668_LUNG,lung,SCLC
ACH-000805,COLO679_SKIN,skin,melanoma
ACH-000828,ZR7530_BREAST,breast,breast_ductal_carcinoma
ACH-000868,HCC1195_LUNG,lung,NSCLC
ACH-000878,HCC15_LUNG,lung,NSCLC
ACH-000906,ES2_OVARY,ovary,ovary_adenocarcinoma
ACH-000966,IGROV1_OVARY,ovary,ovary_adenocarcinoma
ACH-001119,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-001198,SNB19_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001360,MS751_CERVIX,cervix,cervical_squamous
ACH-001368,OACM51_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-001419,VP229_BREAST,breast,breast_ductal_carcinoma
ACH-001484,CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,unspecified_leukemia
ACH-001485,CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,unspecified_leukemia
ACH-001671,TERA1_TESTIS,embryo,embryo_carcinoma
ACH-001698,UPCISCC116_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001978,NZM1_SKIN,skin,melanoma
ACH-001979,NZM11_SKIN,skin,melanoma
ACH-001981,NZM2_SKIN,skin,melanoma
ACH-001985,NZM40_SKIN,skin,melanoma
ACH-001991,NZOV9_OVARY,ovary,ovary_adenocarcinoma
ACH-002058,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-002524,SNU251_OVARY,ovary,ovary_adenocarcinoma
ACH-002726,,soft_tissue,desmoid_tumor
ACH-000043,HS895T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000069,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,hodgkin_lymphoma
ACH-000532,SNU61_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000648,NCIH28_PLEURA,lung,mesothelioma
ACH-000691,HCC2157_BREAST,breast,breast_ductal_carcinoma
ACH-000812,COLO783_SKIN,skin,melanoma
ACH-000869,NCIH1568_LUNG,lung,NSCLC
ACH-000910,MDAMB453_BREAST,breast,breast_carcinoma
ACH-001120,[MERGED_TO_ACH-000621]MDAMB157_BREAST,breast,breast_carcinoma
ACH-001376,PACADD135_PANCREAS,pancreas,exocrine
ACH-001516,HCSC1_CERVIX,cervix,cervical_carcinoma
ACH-001598,NCIH295R_AUTONOMIC_GANGLIA,adrenal_cortex,adrenal_carcinoma
ACH-001599,NCIH64_LUNG,lung,SCLC
ACH-001607,NOZ_LIVER,bile_duct,gallbladder_adenocarcinoma
ACH-001617,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001664,SNU638_STOMACH,gastric,gastric_adenocarcinoma
ACH-001705,VP267_BREAST,breast,
ACH-002070,HKBMM_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,meningioma
ACH-002664,JVE253_COLON,colorectal,colorectal_adenocarcinoma
ACH-000102,GMS10_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000352,HCC1428_BREAST,breast,breast_carcinoma
ACH-000433,CAKI1_KIDNEY,kidney,renal_cell_carcinoma
ACH-000537,SNU761_LIVER,liver,hepatocellular_carcinoma
ACH-000668,HCC70_BREAST,breast,breast_ductal_carcinoma
ACH-000855,KYSE150_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000858,KNS62_LUNG,lung,NSCLC
ACH-000921,NCIH1339_LUNG,lung,SCLC
ACH-001144,OC315_OVARY,ovary,ovary_adenocarcinoma
ACH-001381,PACADD183_PANCREAS,pancreas,exocrine
ACH-001493,DOGUM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001600,NCIH711_LUNG,lung,SCLC
ACH-001987,NZM43_SKIN,skin,melanoma
ACH-002010,MP41_UVEA,eye,uveal_melanoma
ACH-002015,MEL285_UVEA,eye,uveal_melanoma
ACH-002529,SNU1330_LUNG,lung,NSCLC
ACH-002648,CX03_ENDOMETRIUM,uterus,uterine_carcinosarcoma
ACH-002681,538MGBA_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000119,HS863T_FIBROBLAST,fibroblast,fibroblast_bone
ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000782,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000918,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-001447,BJAB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001581,NCCRBC51_AUTONOMIC_GANGLIA,eye,retinoblastoma
ACH-001735,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000028,KPL1_BREAST,breast,breast_carcinoma
ACH-000077,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000088,HS172T_FIBROBLAST,fibroblast,fibroblast_urinary_tract
ACH-000265,KP4_PANCREAS,pancreas,exocrine
ACH-000276,HCC38_BREAST,breast,breast_ductal_carcinoma
ACH-000330,EFM19_BREAST,breast,breast_ductal_carcinoma
ACH-000448,NCIH1666_LUNG,lung,NSCLC
ACH-000496,NCIH1792_LUNG,lung,NSCLC
ACH-000525,NCIH2171_LUNG,lung,SCLC
ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000620,JHH1_LIVER,liver,hepatocellular_carcinoma
ACH-000635,SNU119_OVARY,ovary,ovary_adenocarcinoma
ACH-000639,NCIH211_LUNG,lung,SCLC
ACH-000643,HDQP1_BREAST,breast,breast_ductal_carcinoma
ACH-000734,JHH5_LIVER,liver,hepatocellular_carcinoma
ACH-000749,DMS273_LUNG,lung,SCLC
ACH-000842,SW480_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000925,DV90_LUNG,lung,NSCLC
ACH-000933,SNU324_PANCREAS,pancreas,exocrine
ACH-000977,LNCAPCLONEFGC_PROSTATE,prostate,prostate_adenocarcinoma
ACH-000978,EN_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-001214,U138MG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001373,OV17R_OVARY,ovary,ovary_adenocarcinoma
ACH-001660,SNU1581_BREAST,engineered_breast,
ACH-001692,UPCISCC040_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001703,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-002005,SKMEL19_SKIN,skin,melanoma
ACH-002077,LU165_LUNG,lung,SCLC
ACH-002170,NCIH1688_LUNG,lung,SCLC
ACH-002481,E006AAHT_PROSTATE,prostate,
ACH-002829,,central_nervous_system,glioma
ACH-000292,NCIH841_LUNG,lung,SCLC
ACH-000476,JHH4_LIVER,liver,hepatocellular_carcinoma
ACH-000615,SKMEL28_SKIN,skin,melanoma
ACH-000632,HS944T_SKIN,skin,melanoma
ACH-000646,OVMANA_OVARY,ovary,ovary_adenocarcinoma
ACH-000651,SW620_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000768,MDAMB231_BREAST,breast,breast_carcinoma
ACH-000783,CAMA1_BREAST,breast,breast_carcinoma
ACH-000789,NCIH810_LUNG,lung,NSCLC
ACH-000802,BFTC905_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000809,KYSE410_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000820,SW403_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000849,MDAMB468_BREAST,breast,breast_carcinoma
ACH-000900,NCIH23_LUNG,lung,NSCLC
ACH-001543,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001597,NCIH220_LUNG,lung,SCLC
ACH-001622,ONDA7_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001682,UACC2087_BREAST,breast,breast_adenocarcinoma
ACH-001694,UPCISCC074_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002022,PMFKO14_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002534,SNU228_KIDNEY,kidney,renal_cell_carcinoma
ACH-000157,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000167,KE97_STOMACH,plasma_cell,multiple_myeloma
ACH-000361,SKHEP1_LIVER,liver,hepatocellular_carcinoma
ACH-000371,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000374,HCC1143_BREAST,breast,breast_ductal_carcinoma
ACH-000413,HS739T_FIBROBLAST,fibroblast,fibroblast_breast
ACH-000420,SNU449_LIVER,liver,hepatocellular_carcinoma
ACH-000515,HCC33_LUNG,lung,SCLC
ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000555,A498_KIDNEY,kidney,renal_cell_carcinoma
ACH-000559,NCIH1836_LUNG,lung,SCLC
ACH-000576,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000681,A549_LUNG,lung,NSCLC
ACH-000683,SNU503_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000731,HCC2279_LUNG,lung,NSCLC
ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000837,NCIH322_LUNG,lung,NSCLC
ACH-000888,NCIH1793_LUNG,lung,NSCLC
ACH-000974,SNGM_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000975,HCC2450_LUNG,lung,NSCLC
ACH-001385,RPMI2650_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001494,EGI1_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-001579,NCCOVCK119_OVARY,ovary,ovary_carcinoma
ACH-001655,SKN_ENDOMETRIUM,uterus,endometrial_squamous
ACH-001683,UACC3133_BREAST,breast,breast_carcinoma
ACH-001695,UPCISCC099_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002060,MY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,acute_biphenotypic_leukemia
ACH-002086,TGBC50TKB_LIVER,bile_duct,cholangiocarcinoma
ACH-002523,SNU739_LIVER,liver,hepatocellular_carcinoma
ACH-002530,SNU977_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002677,U2946_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000011,253J_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000026,253JBV_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000236,SW1417_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000274,HS852T_SKIN,skin,melanoma
ACH-000421,SW837_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000475,HUH1_LIVER,liver,hepatocellular_carcinoma
ACH-000509,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000517,SNU410_PANCREAS,pancreas,exocrine
ACH-000538,HUTU80_SMALL_INTESTINE,gastric,duodenal_adenocarcinoma
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000558,A172_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000564,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000580,C32_SKIN,skin,melanoma
ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000666,NCIH1355_LUNG,lung,NSCLC
ACH-000669,SW900_LUNG,lung,NSCLC
ACH-000693,KYSE180_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000848,JHH7_LIVER,liver,hepatocellular_carcinoma
ACH-000898,SNU719_STOMACH,gastric,gastric_adenocarcinoma
ACH-000991,SNU81_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001511,H413_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001592,NCIH1522_LUNG,lung,SCLC
ACH-002019,HOKUG_CERVIX,cervix,glassy_cell_carcinoma
ACH-002035,LCAM1_LUNG,lung,NSCLC
ACH-002053,LU140_LUNG,lung,SCLC
ACH-002061,P2URK562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-002403,CCLFMELM0001T_SKIN,skin,melanoma
ACH-002486,MESOV_OVARY,ovary,ovary_adenocarcinoma
ACH-002536,SNU484_STOMACH,gastric,gastric_adenocarcinoma
ACH-002650,ETCC016_LUNG,lung,NSCLC
ACH-002711,UMHACC2A_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,adenoid_cystic_carcinoma
ACH-000137,8MGBA_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000147,T47D_BREAST,breast,breast_ductal_carcinoma
ACH-000219,A375_SKIN,skin,melanoma
ACH-000252,LS1034_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000363,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000543,SNU489_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000610,NCIH2227_LUNG,lung,SCLC
ACH-000645,JL1_PLEURA,lung,mesothelioma
ACH-000667,HCC44_LUNG,lung,NSCLC
ACH-000686,SNU878_LIVER,liver,hepatocellular_carcinoma
ACH-000698,DMS53_LUNG,lung,SCLC
ACH-000713,CAOV3_OVARY,ovary,ovary_adenocarcinoma
ACH-000740,A253_SALIVARY_GLAND,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000747,NCIH1703_LUNG,lung,NSCLC
ACH-000790,SHP77_LUNG,lung,SCLC
ACH-000797,HLFA_FIBROBLAST,fibroblast,fibroblast_lung
ACH-000823,KYSE140_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000875,NCIH2347_LUNG,lung,NSCLC
ACH-000880,AGS_STOMACH,gastric,gastric_adenocarcinoma
ACH-001229,UPCISCC154_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001380,PACADD165_PANCREAS,pancreas,exocrine
ACH-001422,WPE1NA22_PROSTATE,prostate,prostate_adenocarcinoma
ACH-001602,NCIH865_LUNG,lung,SCLC
ACH-002026,HHUA_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-002066,HSSCH2_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,MPNST
ACH-002510,M040416_SKIN,skin,melanoma
ACH-002874,,skin,
ACH-000021,NCIH1693_LUNG,lung,NSCLC
ACH-000027,GOS3_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000072,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000089,NCIH684_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000179,NCIH1618_LUNG,lung,SCLC
ACH-000202,COLO320_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000238,SCC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000239,HUG1N_STOMACH,gastric,gastric_adenocarcinoma
ACH-000254,SCC15_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000290,NCIH209_LUNG,lung,SCLC
ACH-000327,NCIH1395_LUNG,lung,NSCLC
ACH-000358,NCIH69_LUNG,lung,SCLC
ACH-000360,NCIH508_LARGE_INTESTINE,colorectal,caecum_adenocarcinoma
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000453,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000460,SNU8_OVARY,ovary,ovary_adenocarcinoma
ACH-000508,CORL88_LUNG,lung,SCLC
ACH-000715,SNU1214_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000767,NCIH526_LUNG,lung,SCLC
ACH-000793,KATOIII_STOMACH,gastric,gastric_adenocarcinoma
ACH-000901,HCC1359_LUNG,lung,NSCLC
ACH-000940,AN3CA_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000951,NCIH2342_LUNG,lung,NSCLC
ACH-000998,CW2_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001401,SW13_ADRENAL_CORTEX,adrenal_cortex,adrenal_carcinoma
ACH-001545,LI90_LIVER,liver,epithelioid_hemangioendothelioma
ACH-001601,NCIH719_LUNG,lung,SCLC
ACH-001661,SNU1958_BREAST,breast,breast_ductal_carcinoma
